"Status","Exposure.Location","Street","Suburb","Date","Arrival.Time","Departure.Time","Contact","lat","lon","doubles","moved"
"","Zambrero Manuka","18 Flinders Way","Griffith","26/09/2021 - Sunday","5:00pm","5:30pm","Monitor",-35.3208748,149.1341509,"",FALSE
<<<<<<< HEAD
"New","Bus Route 24 Transport Canberra Code BUS452","Belconnen Interchange to Evatt (William Webb Drive)","Public Transport","26/09/2021 - Sunday","6:20pm","6:26pm","Casual",-35.2128143,149.0761239,"",FALSE
"","7-Eleven Melba","2 Chinner Crescent","Melba","25/09/2021 - Saturday","3:30pm","4:05pm","Monitor",-35.2080038,149.0482575,"",FALSE
"","ALDI Cooleman Court","Cooleman Court Shopping Centre, Brierly Street","Weston","25/09/2021 - Saturday","11:45am","12:50pm","Casual",-35.3414467,149.0526149,"",FALSE
"","ALDI Jamison","Jamison Plaza, Bowman Street","Macquarie","25/09/2021 - Saturday","6:10pm","7:00pm","Monitor",-35.2527749,149.0715024,"",FALSE
"","Barry Hawke's Butchery","36 Mildura Street","Fyshwick","25/09/2021 - Saturday","1:35pm","2:20pm","Monitor",-35.3241641,149.1549571,"",FALSE
"","Blackjack Kiosk","Erindale Shopping Centre, 50-68 Comrie Street","Wanniassa","25/09/2021 - Saturday","3:30pm","5:20pm","Casual",-35.4040236,149.0984006,"",FALSE
"","BP Chisholm","3 Benham Street","Chisholm","25/09/2021 - Saturday","9:25am","10:10am","Monitor",-35.4131,149.128225,"",FALSE
"","BP Jamison","Corner Redfern Street and Bowman Street","Macquarie","25/09/2021 - Saturday","5:40pm","6:30pm","Monitor",-35.2531064,149.0732186,"",FALSE
"","Breizh Cafe","15 Edgar Street","Ainslie","25/09/2021 - Saturday","11:50am","12:35pm","Casual",-35.2617066,149.1452012,"",FALSE
"","BWS Cooleman Court","Cooleman Court Shopping Centre, Brierly Street","Weston","25/09/2021 - Saturday","12:25pm","1:00pm","Monitor",-35.3407803,149.052681,"",FALSE
"","Chisholm takeaway","Chisholm Village Shopping Centre, 42 Halley Street","Chisholm","25/09/2021 - Saturday","11:55am","12:50pm","Casual",-35.414108,149.1288158,"",FALSE
"","Coffee Guru Cooleman Court","Cooleman Court Shopping Centre, Brierly Street","Weston","25/09/2021 - Saturday","12:30pm","1:10pm","Monitor",-35.34125,149.05287,"",FALSE
<<<<<<< HEAD
"","Grill'd Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","25/09/2021 - Saturday","7:50pm","11:00pm","Casual",-35.2380765,149.0650922,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","McDonaldï¿½s Belconnen","2 Emu Bank","Belconnen","25/09/2021 - Saturday","6:30pm","7:15pm","Monitor",-35.2399941,149.0744017,"",FALSE
=======
"","Dockside Eatery Dessert Bar","13/81 Giles Street","Kingston","25/09/2021 - Saturday","11:20am","12:00pm","Monitor",-35.3123839,149.1464197,"",FALSE
"","Florey Bakery","38 Kesteven Street","Florey","25/09/2021 - Saturday","12:40pm","1:20pm","Monitor",-35.226524,149.0547508,"",FALSE
"","Grill'd Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","25/09/2021 - Saturday","7:50pm","11:00pm","Casual",-35.2380765,149.0650672,"",FALSE
"","Hungry Jacks Belconnen","108 Emu Bank","Belconnen","25/09/2021 - Saturday","11:00am","11:40am","Monitor",-35.2363112,149.0703854,"",FALSE
"","IGA Ngunnawal Platypus","4 Riley Close","Ngunnawal","25/09/2021 - Saturday","2:30pm","3:15pm","Casual",-35.1742242,149.1201284,"",FALSE
"","IGA X-Press Melba","Shop 1, 4-6 Melba Court","Melba","25/09/2021 - Saturday","3:40pm","4:15pm","Monitor",-35.2081529,149.0486515,"",FALSE
"","Kingston Hotel","73 Canberra Avenue","Griffith","25/09/2021 - Saturday","12:15pm","6:00pm","Monitor",-35.3194444,149.1380556,"",FALSE
"","Liquorland Amaroo","Horse Park Drive","Amaroo","25/09/2021 - Saturday","4:35pm","5:20pm","Monitor",-35.1647474,149.1320713,"",FALSE
"","McDonald’s Belconnen","2 Emu Bank","Belconnen","25/09/2021 - Saturday","6:30pm","7:15pm","Monitor",-35.2399941,149.0744017,"",FALSE
"","McDonald's Erindale","Corner Ricardo Street and McBryde Crescent","Wanniassa","25/09/2021 - Saturday","10:20am","11:15am","Casual",-35.4053191,149.0979273,"",FALSE
>>>>>>> 480fcf509426d1cb35f48ab8b5a93ac7ef9efc07
"","Metal Mart Fyshwick","53 Collie Street","Fyshwick","25/09/2021 - Saturday","8:45am","9:30am","Monitor",-35.329267,149.1801931,"",FALSE
"","TSG Chisholm","Chisholm Village Shopping Centre, 42 Halley Street","Chisholm","25/09/2021 - Saturday","1:20pm","2:00pm","Monitor",-35.4140008,149.1282207,"",FALSE
"","Woolworths Calwell","Calwell Shopping Centre, 7 Webber Crescent","Calwell","25/09/2021 - Saturday","10:50am","11:30am","Monitor",-35.4346893,149.114787,"",FALSE
"","Woolworths Cooleman Court","Cooleman Court Shopping Centre, Brierly Street","Weston","25/09/2021 - Saturday","11:55am","12:15pm","Casual",-35.3412617,149.0528436,"",FALSE
"","Woolworths Cooleman Court","Cooleman Court Shopping Centre, Brierly Street","Weston","25/09/2021 - Saturday","12:15pm","1:00pm","Monitor",-35.3412617,149.0527936,"",FALSE
"","Woolworths Metro Cameron Avenue","1/6 Grazier Lane","Belconnen","25/09/2021 - Saturday","10:30am","11:30am","Close",-35.2401725,149.0720063,"",FALSE
"","Woolworths Metro Cameron Avenue","1/6 Grazier Lane","Belconnen","25/09/2021 - Saturday","11:40am","12:50pm","Casual",-35.2401725,149.0719563,"",FALSE
"New","Coles Wanniassa","12 Sangster Place","Wanniassa","25/09/2021 - Saturday","4:55pm","6:00pm","Casual",-35.3912889,149.0854222,"",FALSE
"New","Officeworks Tuggeranong","215 Scollay Street","Greenway","25/09/2021 - Saturday","3:15pm","4:10pm","Monitor",-35.4218687,149.0700087,"",FALSE
"New","Zambrero Tuggeranong","South.Point Tuggeranong, Anketell Street and Reed Street","Greenway","25/09/2021 - Saturday","4:10pm","4:55pm","Monitor",-35.4167822,149.0665317,"",FALSE
"","7 London Circuit, Building B Level 5 Construction Zone","7 London Circuit","Canberra City","24/09/2021 - Friday","6:50am","4:00pm","Close",-35.2816791,149.124883,"",FALSE
"","7-Eleven Holt","88 Hardwick Crescent","Holt","24/09/2021 - Friday","5:10pm","5:50pm","Monitor",-35.2209147,149.0178943,"",FALSE
"","7-Eleven Melba","2 Chinner Crescent","Melba","24/09/2021 - Friday","5:05pm","5:45pm","Monitor",-35.2080038,149.0482825,"",FALSE
"","ACT Law Courts Foyer","6 Knowles Place","Canberra City","24/09/2021 - Friday","11:00am","1:00pm","Casual",-35.2809927,149.1272127,"",FALSE
"","BP Braddon","2 Lonsdale Street","Braddon","24/09/2021 - Friday","4:00pm","4:45pm","Monitor",-35.2759009,149.1327897,"",FALSE
"","Bus Route 28 Transport Canberra Code BUS410","Casey Market Town to Casey (Plimsoll Drive)","Public Transport","24/09/2021 - Friday","10:57am","10:59am","Casual",-35.17378,149.096479,"",FALSE
"","Bus Route 28 Transport Canberra Code BUS544","Casey (Whitrod Ave) to Casey (Plimsoll Drive)","Public Transport","24/09/2021 - Friday","9:28am","9:30am","Casual",-35.1594622,149.100567,"",FALSE
"","Bus Route 28 Transport Canberra Code BUS927","Casey (Plimsoll Drive) to Casey (Whitrod Ave)","Public Transport","24/09/2021 - Friday","9:00am","9:03am","Casual",-35.1594622,149.100617,"",FALSE
"","Bus Route 4 Transport Canberra Code BUS509","Woden Interchange to Tuggeranong Interchange","Public Transport","24/09/2021 - Friday","7:50am","8:02am","Casual",-35.3444429,149.0872442,"",FALSE
"","Capital Chemist Wanniassa","12 Sangster Place","Wanniassa","24/09/2021 - Friday","7:25pm","8:05pm","Monitor",-35.3913181,149.0854916,"",FALSE
"","Casey Market Town","15 Kingsland Parade","Casey","24/09/2021 - Friday","10:40am","11:20am","Monitor",-35.17447,149.0959449,"",FALSE
"","Cellarbrations Erindale","1/50 Denigan Street","Wanniassa","24/09/2021 - Friday","2:00pm","3:00pm","Casual",-35.4038487,149.0964993,"",FALSE
"","Chemist Warehouse Woden","24 Corinna Street","Phillip","24/09/2021 - Friday","10:10am","10:50am","Monitor",-35.345342,149.0838302,"",FALSE
"","Coffee Guru Cooleman Court","Cooleman Court Shopping Centre, Brierly Street","Weston","24/09/2021 - Friday","12:15pm","12:55pm","Monitor",-35.34125,149.05282,"",FALSE
"","Coles Express Gungahlin","1 Ginn Street","Gungahlin","24/09/2021 - Friday","8:00pm","9:00pm","Casual",-35.1834139,149.1267238,"",FALSE
"","Coles Supermarket Manuka","Franklin Street and Flinders Way","Griffith","24/09/2021 - Friday","11:00am","12:00pm","Casual",-35.3210247,149.1341696,"",FALSE
"","Cooleman Court Pharmacy","Cooleman Court Shopping Centre, Brierly Street","Weston","24/09/2021 - Friday","6:35pm","7:20pm","Monitor",-35.3414614,149.0531866,"",FALSE
"","CORE Building Group - Mulberry Construction Site","330 Northbourne Avenue","Dickson","24/09/2021 - Friday","6:00am","4:00pm","Close",-35.2552295,149.133488,"",FALSE
"","DKSN Construction Site","21-23 Challis Street","Dickson","24/09/2021 - Friday","6:00am","4:00pm","Close",-35.2502148,149.1346096,"",FALSE
"","Enhance Healthcare Mitchell","141 Flemington Road","Mitchell","24/09/2021 - Friday","12:30pm","2:00pm","Casual",-35.2187767,149.1443481,"",FALSE
"","Grease Monkey Braddon","19 Lonsdale Street","Braddon","24/09/2021 - Friday","9:00am","3:30pm","Casual",-35.2729573,149.1326439,"",FALSE
"","IGA Holt","Holt place","Holt","24/09/2021 - Friday","6:15pm","6:50pm","Monitor",-35.224764,149.0116446,"",FALSE
"","Kukula's Canberra City","122 Bunda Street","Canberra City","24/09/2021 - Friday","6:50pm","7:40pm","Casual",-35.2787068,149.1327961,"",FALSE
"","Liquorland Amaroo","Horse Park Drive","Amaroo","24/09/2021 - Friday","8:30pm","9:10pm","Monitor",-35.1647474,149.1320213,"",FALSE
"","McDonald's Tuggeranong","Cowlishaw Street","Greenway","24/09/2021 - Friday","12:00pm","12:50pm","Monitor",-35.4154799,149.0699657,"",FALSE
"","Metro Petroleum Fyshwick","15 Barrier Street","Fyshwick","24/09/2021 - Friday","5:50pm","6:30pm","Monitor",-35.3291866,149.1728096,"",FALSE
"","South.Point Tuggeranong","Anketell Street and Reed Street","Greenway","24/09/2021 - Friday","7:30am","3:00pm","Monitor",-35.4167822,149.0665067,"",FALSE
"","Supreme Court 1","6 Knowles Place","Canberra City","24/09/2021 - Friday","11:00am","1:00pm","Casual",-35.2809927,149.1271627,"",FALSE
"","Ten Tops","17 Iron Knob Street","Fyshwick","24/09/2021 - Friday","10:15am","11:00am","Monitor",-35.3362487,149.1806801,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","TSG Chisholm","Chisholm Village Shopping Centre, 42 Halley Street","Chisholm","24/09/2021 - Friday","4:10pm","4:55pm","Monitor",-35.4140008,149.1281707,"",FALSE
"","Waiting Area Outside Supreme Court 1","6 Knowles Place","Canberra City","24/09/2021 - Friday","11:00am","1:00pm","Casual",-35.2809927,149.1271127,"",FALSE
"","Westpac Dickson","Corner Badham Street and Woolley Street","Dickson","24/09/2021 - Friday","2:15pm","3:00pm","Monitor",-35.249934,149.137674,"",FALSE
"","Westpac Manuka","14 Franklin Street","Griffith","24/09/2021 - Friday","1:00pm","2:30pm","Monitor",-35.320374,149.1330851,"",FALSE
"","Woolworths Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","24/09/2021 - Friday","10:35am","11:10am","Monitor",-35.2386596,149.0653762,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Woolworths Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","24/09/2021 - Friday","3:15pm","4:00pm","Casual",-35.2386596,149.0652512,"",FALSE
"","Woolworths Cooleman Court","Cooleman Court Shopping Centre, Brierly Street","Weston","24/09/2021 - Friday","11:55am","12:45pm","Casual",-35.3412617,149.0527686,"",FALSE
"","Woolworths Metro Cameron Avenue","1/6 Grazier Lane","Belconnen","24/09/2021 - Friday","9:40am","10:15am","Monitor",-35.2401725,149.0719063,"",FALSE
"","Woolworths Metro Cameron Avenue","1/6 Grazier Lane","Belconnen","24/09/2021 - Friday","11:35am","12:15pm","Monitor",-35.2401725,149.0719313,"",FALSE
"","YourGP@Denman","1 Felstead Vista","Denman Prospect","24/09/2021 - Friday","12:35pm","1:35pm","Casual",-35.2990684,149.0237426,"",FALSE
"New","Bus Route 24 Transport Canberra Code BUS318","Evatt (William Webb Drive) to Belconnen Interchange","Public Transport","24/09/2021 - Friday","9:02am","9:10am","Casual",-35.2128182,149.0761879,"",FALSE
"","7 London Circuit, Building B Level 5 Construction Zone","7 London Circuit","Canberra City","23/09/2021 - Thursday","6:50am","4:00pm","Close",-35.2816791,149.124958,"",FALSE
"","80/20 Food Kingston","5/10 Parbery Street","Kingston","23/09/2021 - Thursday","8:00am","2:45pm","Casual",-35.3169003,149.1495419,"",FALSE
"","ALDI Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","23/09/2021 - Thursday","2:35pm","3:15pm","Monitor",-35.2382964,149.0638275,"",FALSE
"","ALDI Conder","9 Sidney Nolan Street","Conder","23/09/2021 - Thursday","4:25pm","5:30pm","Casual",-35.4565418,149.093531,"",FALSE
"","ALDI Gungahlin","Hibberson Street","Gungahlin","23/09/2021 - Thursday","5:00pm","5:45pm","Monitor",-35.1853494,149.1361878,"",FALSE
"","Banks Takeaway","96 Pockett Aveune","Banks","23/09/2021 - Thursday","1:30pm","2:10pm","Monitor",-35.4725362,149.0956092,"",FALSE
"","Bean Origin","5/32 Nettlefold Street","Belconnen","23/09/2021 - Thursday","10:15am","10:50am","Monitor",-35.2412683,149.0587473,"",FALSE
"","Bus Route 2 Transport Canberra Code BUS339","Florey to Belconnen Interchange","Public Transport","23/09/2021 - Thursday","5:16pm","5:23pm","Casual",-35.2400019,149.068907,"",FALSE
"","Bus Route 2 Transport Canberra Code BUS423","Belconnen Interchange to Scullin","Public Transport","23/09/2021 - Thursday","8:06am","8:13am","Casual",-35.2400019,149.068957,"",FALSE
"","Bus Route 28 Transport Canberra Code BUS454","Casey to Gungahlin Place","Public Transport","23/09/2021 - Thursday","9:27am","9:45am","Casual",-35.185639,149.135506,"",FALSE
"","Bus Route 28 Transport Canberra Code BUS551","Gungahlin Place to Casey","Public Transport","23/09/2021 - Thursday","10:13am","10:43am","Casual",-35.185639,149.135456,"",FALSE
"","Cellarbrations Gungahlin","24-30 Ernest Cavanagh Street","Gungahlin","23/09/2021 - Thursday","3:10pm","3:45pm","Monitor",-35.1840542,149.1312075,"",FALSE
"","Chemist Warehouse Gungahlin","30 Hibberson Street","Gungahlin","23/09/2021 - Thursday","4:00pm","4:30pm","Monitor",-35.1856574,149.1328987,"",FALSE
"","Chemist Warehouse Gungahlin","30 Hibberson Street","Gungahlin","23/09/2021 - Thursday","7:20pm","8:00pm","Monitor",-35.1856574,149.1328737,"",FALSE
"","Coles Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","23/09/2021 - Thursday","2:25pm","3:15pm","Monitor",-35.237949,149.064812,"",FALSE
"","Coles Woden","Westfield Woden, Keltie Street","Phillip","23/09/2021 - Thursday","12:10pm","1:00pm","Casual",-35.3468528,149.0853028,"",FALSE
"","Cooleman Court Pharmacy","Cooleman Court Shopping Centre, Brierly Street","Weston","23/09/2021 - Thursday","2:55pm","3:40pm","Monitor",-35.3414614,149.0530866,"",FALSE
"","Cooleman Court Pharmacy","Cooleman Court Shopping Centre, Brierly Street","Weston","23/09/2021 - Thursday","5:35pm","6:45pm","Casual",-35.3414614,149.0531366,"",FALSE
"","CORE Building Group - Mulberry Construction Site","330 Northbourne Avenue","Dickson","23/09/2021 - Thursday","6:00am","4:00pm","Close",-35.2552295,149.133438,"",FALSE
"","Deji Asian Supermarket","15 Woolley Street","Dickson","23/09/2021 - Thursday","1:00pm","1:40pm","Monitor",-35.2506251,149.136379,"",FALSE
"","DKSN Construction Site","21-23 Challis Street","Dickson","23/09/2021 - Thursday","6:00am","4:00pm","Close",-35.2502148,149.1345596,"",FALSE
"","Florey Pharmacy","2 Kesteven Street","Florey","23/09/2021 - Thursday","5:25pm","6:00pm","Monitor",-35.2263018,149.0544155,"",FALSE
"","Gungahlin Medical and Surgical Centre","Gungahlin Village, Gungahlin Place","Gungahlin","23/09/2021 - Thursday","4:10pm","5:00pm","Casual",-35.186443,149.1350531,"",FALSE
"","Guzman y Gomez Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","23/09/2021 - Thursday","7:00pm","7:50pm","Monitor",-35.2381037,149.0648243,"",FALSE
"","IGA Banks","Pockett Avenue and Brockway Street","Banks","23/09/2021 - Thursday","8:30am","9:10am","Monitor",-35.4725,149.0956306,"",FALSE
"","IGA Banks","Pockett Avenue and Brockway Street","Banks","23/09/2021 - Thursday","1:25pm","2:10pm","Monitor",-35.4725,149.0955556,"",FALSE
"","IGA Banks","Pockett Avenue and Brockway Street","Banks","23/09/2021 - Thursday","6:50pm","7:40pm","Monitor",-35.4725,149.0955806,"",FALSE
"","IGA Chapman","52-60 Perry Drive","Chapman","23/09/2021 - Thursday","6:15pm","7:00pm","Monitor",-35.3556311,149.0405219,"",FALSE
"","Mitchell Automotive Centre","22 Brookes Street","Mitchell","23/09/2021 - Thursday","9:45am","10:30am","Monitor",-35.2190528,149.1419418,"",FALSE
"","Ocean Fresh Seafoods","Fresh Food Markets, 12 Dalby Street","Fyshwick","23/09/2021 - Thursday","8:55am","9:40am","Monitor",-35.3230825,149.1551871,"",FALSE
"","Sea Harvest Fyshwick","Fresh Food Markets, 12 Dalby Street","Fyshwick","23/09/2021 - Thursday","8:25am","9:05am","Monitor",-35.3240617,149.1555213,"",FALSE
"","Subway Dickson","Shop 1/71-81 Woolley Street","Dickson","23/09/2021 - Thursday","9:50am","10:35am","Monitor",-35.249573,149.1372542,"",FALSE
"","SUPABARN Kingston","34 Eyre Street","Kingston","23/09/2021 - Thursday","5:25pm","6:30pm","Casual",-35.3165254,149.1426392,"",FALSE
"","SUPAEXPRESS Florey","1/26 Kesteven Street","Florey","23/09/2021 - Thursday","6:50pm","7:30pm","Monitor",-35.2263914,149.0544519,"",FALSE
"","T & E Asian Grocery","Fresh Food Markets, 12 Dalby Street","Fyshwick","23/09/2021 - Thursday","8:30am","9:15am","Monitor",-35.3241608,149.1547409,"",FALSE
"","The Spence Grocer","1 Glassey Place","Spence","23/09/2021 - Thursday","2:05pm","2:50pm","Monitor",-35.1947447,149.0615733,"",FALSE
"","Trugolds Fruit & Vegetables","Fresh Food Markets, 12 Dalby Street","Fyshwick","23/09/2021 - Thursday","8:40am","9:30am","Monitor",-35.3236905,149.154599,"",FALSE
"","Westfield Belconnen","Benjamin Way","Belconnen","23/09/2021 - Thursday","2:20pm","3:30pm","Monitor",-35.2380765,149.0650922,"",FALSE
"","Woolworths Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","23/09/2021 - Thursday","11:20am","12:00pm","Monitor",-35.2386596,149.0653512,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Woolworths Belconnen","Westfield Belconnen, Benjamin Way","Belconnen","23/09/2021 - Thursday","2:30pm","3:15pm","Monitor",-35.2386596,149.0653012,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","Woolworths Dickson","1 Dickson Place","Dickson","23/09/2021 - Thursday","3:40pm","4:30pm","Casual",-35.249974,149.1386501,"",FALSE
"","Woolworths Gungahlin","30/33 Hibberson Street","Gungahlin","23/09/2021 - Thursday","9:45am","10:40am","Casual",-35.1846274,149.1339141,"",FALSE
"","Woolworths Gungahlin","30/33 Hibberson Street","Gungahlin","23/09/2021 - Thursday","8:50pm","9:45pm","Casual",-35.1846274,149.1339891,"",FALSE
"","Woolworths Metro Franklin","Corner Flemington Road and Nullarbor Avenue","Franklin","23/09/2021 - Thursday","2:45pm","3:30pm","Monitor",-35.2000983,149.1489018,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE
"","7 London Circuit, Building B Level 5 Construction Zone","7 London Circuit","Canberra City","22/09/2021 - Wednesday","6:50am","4:00pm","Close",-35.2816791,149.124908,"",FALSE
"","7-Eleven Fyshwick","149 Canberra Aveune","Fyshwick","22/09/2021 - Wednesday","3:30pm","4:30pm","Monitor",-35.3253108,149.1537932,"",FALSE
